x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20,gesto
0.3171495795249939,0.9446762800216675,1.1568323188271279e-08,0.40199628472328186,0.9080713987350464,-0.04201164469122887,0.47574323415756226,0.8374810218811035,-0.07384379953145981,0.536099910736084,0.7840867042541504,-0.10727199912071228,0.5914398431777954,0.7592421770095825,-0.14331868290901184,0.4072561264038086,0.6486877799034119,-0.03756332769989967,0.4438512921333313,0.5312600135803223,-0.06899479031562805,0.46304261684417725,0.4620474874973297,-0.09532962739467621,0.4796958565711975,0.3982430696487427,-0.11534754931926727,0.35219836235046387,0.630388081073761,-0.047146882861852646,0.36786743998527527,0.4926004409790039,-0.07167355716228485,0.3734932839870453,0.41129162907600403,-0.1004042774438858,0.37871864438056946,0.3394293487071991,-0.12496823072433472,0.3001149892807007,0.6448749899864197,-0.06321145594120026,0.3035717010498047,0.5196225643157959,-0.08898085355758667,0.30589520931243896,0.4373469352722168,-0.11946764588356018,0.31193193793296814,0.3666430413722992,-0.14283320307731628,0.2506696283817291,0.6837940812110901,-0.0848732590675354,0.23857662081718445,0.5834288597106934,-0.10922303795814514,0.23496580123901367,0.5188312530517578,-0.12975507974624634,0.23625877499580383,0.4583390951156616,-0.14668193459510803,Hola
0.339729905128479,0.9556712508201599,1.1280611111885719e-08,0.4260682463645935,0.9175922274589539,-0.044523049145936966,0.5017229318618774,0.8496601581573486,-0.0782276913523674,0.5632031559944153,0.7968622446060181,-0.1133207306265831,0.6167271137237549,0.7675325274467468,-0.1506391167640686,0.4264186918735504,0.6582653522491455,-0.037056680768728256,0.4608156681060791,0.5404074192047119,-0.06818744540214539,0.4792613387107849,0.4715383052825928,-0.09466090053319931,0.49516913294792175,0.4085152745246887,-0.11484414339065552,0.37114226818084717,0.640489935874939,-0.04577380791306496,0.3859215974807739,0.502981424331665,-0.06950996816158295,0.391310453414917,0.42122527956962585,-0.0983721986413002,0.3960784077644348,0.3492003083229065,-0.12316159158945084,0.3194291591644287,0.6554492712020874,-0.06142942234873772,0.3219279646873474,0.5308232307434082,-0.08599206805229187,0.32390671968460083,0.44905751943588257,-0.11605439335107803,0.3297036588191986,0.3780435621738434,-0.13952386379241943,0.2710913419723511,0.6955039501190186,-0.08302620053291321,0.25807610154151917,0.5952619314193726,-0.10636445879936218,0.253793865442276,0.5299088358879089,-0.12651780247688293,0.2547359764575958,0.46876847743988037,-0.14335282146930695,Hola
0.34615224599838257,0.9511124491691589,9.88531834167361e-09,0.4338376522064209,0.9173898696899414,-0.04392063245177269,0.5115272402763367,0.844800591468811,-0.07505712658166885,0.5743560791015625,0.7893140912055969,-0.1074695959687233,0.6330344676971436,0.7623273134231567,-0.14246566593647003,0.4393361806869507,0.6556365489959717,-0.03537414222955704,0.4758717715740204,0.5364397168159485,-0.06490170210599899,0.49539628624916077,0.46698257327079773,-0.09001562744379044,0.5122534036636353,0.40387436747550964,-0.10921201854944229,0.38403818011283875,0.6353763341903687,-0.04300261288881302,0.3991730511188507,0.49658358097076416,-0.06515233963727951,0.4034777879714966,0.4159143567085266,-0.09317600727081299,0.4070958197116852,0.3453604578971863,-0.11724771559238434,0.3324112892150879,0.6478114128112793,-0.05752294883131981,0.3389012813568115,0.5235170125961304,-0.08181511610746384,0.3418038487434387,0.443369597196579,-0.11281170696020126,0.34812024235725403,0.37460681796073914,-0.13644610345363617,0.28341376781463623,0.6849750876426697,-0.07776837795972824,0.2733863294124603,0.5853164196014404,-0.1013106107711792,0.27135130763053894,0.5222339034080505,-0.122434101998806,0.2738593518733978,0.4637392461299896,-0.13967639207839966,Hola
0.36226463317871094,0.9362930655479431,1.0620767376678941e-08,0.4496881663799286,0.8981487154960632,-0.04044400528073311,0.5262584686279297,0.8303478360176086,-0.0699404701590538,0.5875539779663086,0.7793266177177429,-0.10081395506858826,0.6372871398925781,0.7517045140266418,-0.13367357850074768,0.4489578604698181,0.6415138840675354,-0.03151934966444969,0.48079830408096313,0.5213373303413391,-0.058876849710941315,0.49950623512268066,0.4542951285839081,-0.08192538470029831,0.5158423185348511,0.39403560757637024,-0.09933023899793625,0.3960237503051758,0.6235513687133789,-0.038900986313819885,0.40817809104919434,0.4855915904045105,-0.05846880003809929,0.41466420888900757,0.40676239132881165,-0.08401262760162354,0.4201716184616089,0.3376840651035309,-0.10607552528381348,0.34587621688842773,0.6362453103065491,-0.052863817662000656,0.3484613299369812,0.510416567325592,-0.07413626462221146,0.3503783047199249,0.43014559149742126,-0.10320757329463959,0.35584577918052673,0.36092352867126465,-0.12556058168411255,0.29813873767852783,0.6730248928070068,-0.07224009931087494,0.28606104850769043,0.5742514133453369,-0.09221752732992172,0.2816140055656433,0.50918048620224,-0.11154719442129135,0.28177833557128906,0.448147177696228,-0.12771391868591309,Hola
0.3834153711795807,0.9446441531181335,1.1022045498521038e-08,0.47318798303604126,0.905547022819519,-0.034898653626441956,0.5492299199104309,0.8337321877479553,-0.06087150052189827,0.6088364720344543,0.7793929576873779,-0.08927613496780396,0.659891664981842,0.753352165222168,-0.11991817504167557,0.47105878591537476,0.6457764506340027,-0.023902155458927155,0.5006266236305237,0.5289730429649353,-0.04865606501698494,0.5167422890663147,0.4609065055847168,-0.07021576911211014,0.5307832956314087,0.40044718980789185,-0.08674588054418564,0.41660934686660767,0.6283993124961853,-0.03391273319721222,0.42905527353286743,0.49422794580459595,-0.0507301427423954,0.4338853657245636,0.4161030948162079,-0.0739642083644867,0.437336802482605,0.34941565990448,-0.09467723220586777,0.36673617362976074,0.6434418559074402,-0.0502750538289547,0.37006646394729614,0.5205382704734802,-0.0695917010307312,0.371562123298645,0.4427449703216553,-0.09566815197467804,0.376044362783432,0.37684348225593567,-0.11622355133295059,0.32006388902664185,0.6827743053436279,-0.07194791734218597,0.3062475323677063,0.5868707299232483,-0.09135118871927261,0.302517831325531,0.5233359932899475,-0.10909687727689743,0.30381345748901367,0.46384546160697937,-0.12395908683538437,Hola
0.39346861839294434,0.9406555891036987,1.0426364660531817e-08,0.48180603981018066,0.9008568525314331,-0.03226517513394356,0.5563043355941772,0.8242964744567871,-0.056328900158405304,0.6154708862304688,0.7656446695327759,-0.08342620730400085,0.6697248220443726,0.7383614182472229,-0.11246716231107712,0.4733441472053528,0.6396757960319519,-0.017618047073483467,0.5028806328773499,0.5200501680374146,-0.041080623865127563,0.520070493221283,0.4538954496383667,-0.0613517202436924,0.535425066947937,0.39540472626686096,-0.07701791822910309,0.4215742349624634,0.6236666440963745,-0.028606921434402466,0.43329763412475586,0.48912280797958374,-0.044104721397161484,0.43920615315437317,0.41306158900260925,-0.06701834499835968,0.44433751702308655,0.3453618884086609,-0.08719481527805328,0.37347880005836487,0.6389006972312927,-0.046195726841688156,0.37570494413375854,0.5150001049041748,-0.06385537981987,0.37876296043395996,0.4366344213485718,-0.08996649086475372,0.3849934935569763,0.3684331774711609,-0.11041709780693054,0.3284366726875305,0.6777303814888,-0.06886928528547287,0.3139817714691162,0.5796428918838501,-0.08678077161312103,0.3078001141548157,0.5141991376876831,-0.1043790727853775,0.3067617118358612,0.4519190788269043,-0.11907786130905151,Hola
0.4170841574668884,0.9468916654586792,1.0713406162210504e-08,0.5040187835693359,0.9037662744522095,-0.029182525351643562,0.5756588578224182,0.8232547044754028,-0.05148706212639809,0.6327332854270935,0.7639373540878296,-0.0777398943901062,0.6885704398155212,0.7377360463142395,-0.10616859793663025,0.49742138385772705,0.6429232358932495,-0.012695477344095707,0.5234035849571228,0.5260167717933655,-0.03465418517589569,0.5377455353736877,0.45872512459754944,-0.054277703166007996,0.5503088235855103,0.39978525042533875,-0.06941412389278412,0.4446704685688019,0.6272526383399963,-0.02484407089650631,0.45427611470222473,0.493184357881546,-0.03913044556975365,0.4578237235546112,0.41704440116882324,-0.061106424778699875,0.46123629808425903,0.35060665011405945,-0.08049333840608597,0.39551660418510437,0.6421399116516113,-0.0434829406440258,0.39728090167045593,0.5192534327507019,-0.06043356657028198,0.3982776701450348,0.442027747631073,-0.08516102284193039,0.4027291536331177,0.37627291679382324,-0.10451644659042358,0.34885284304618835,0.6804008483886719,-0.06717789173126221,0.3345174789428711,0.582931637763977,-0.08454921096563339,0.32956987619400024,0.5191372632980347,-0.10107862949371338,0.32969868183135986,0.45882561802864075,-0.11489458382129669,Hola
0.4365141987800598,0.9348987340927124,1.1245830933148682e-08,0.5217300653457642,0.8944705724716187,-0.03187064081430435,0.5919913053512573,0.8189490437507629,-0.056227367371320724,0.6502489447593689,0.7616264820098877,-0.08372508734464645,0.7071436047554016,0.7330512404441833,-0.11285288631916046,0.5193120241165161,0.6400600075721741,-0.01607067510485649,0.5449911952018738,0.5227265357971191,-0.03845414146780968,0.5579954385757446,0.45719435811042786,-0.05765001103281975,0.5698568224906921,0.39871200919151306,-0.07263968884944916,0.4695069193840027,0.6240622401237488,-0.027094973251223564,0.48116740584373474,0.4918522834777832,-0.04194895923137665,0.4852971136569977,0.4162975549697876,-0.06378354877233505,0.48962298035621643,0.3478891849517822,-0.08297324180603027,0.4210734963417053,0.6384918689727783,-0.04470491409301758,0.4223281741142273,0.5156030654907227,-0.06198522448539734,0.4239100217819214,0.4377042055130005,-0.0866885781288147,0.42900365591049194,0.3700686991214752,-0.1060062125325203,0.37467721104621887,0.676427960395813,-0.06729836761951447,0.3596659004688263,0.5785154104232788,-0.08487842231988907,0.3530992865562439,0.5154848098754883,-0.10120899230241776,0.3515910506248474,0.4550475478172302,-0.11481291800737381,Hola
0.43220439553260803,0.937489926815033,1.1747515848981038e-08,0.518383800983429,0.8962438106536865,-0.03291875496506691,0.5880369544029236,0.8192897439002991,-0.05774082988500595,0.6452456712722778,0.7608489990234375,-0.08558791130781174,0.7019841074943542,0.732427179813385,-0.11514256149530411,0.5164117813110352,0.6416500210762024,-0.017916319891810417,0.541619598865509,0.5234525799751282,-0.0410178080201149,0.5536018013954163,0.4568788409233093,-0.0608343705534935,0.5644536018371582,0.3976786434650421,-0.07634925842285156,0.4656035900115967,0.6263761520385742,-0.02879861742258072,0.47706976532936096,0.4928363561630249,-0.044943396002054214,0.48056840896606445,0.41563481092453003,-0.06780267506837845,0.4843045771121979,0.3468804359436035,-0.08771692961454391,0.4160165786743164,0.6416015625,-0.04623278230428696,0.41642212867736816,0.5180901288986206,-0.06485946476459503,0.41721081733703613,0.440382719039917,-0.09026043117046356,0.4217336177825928,0.37377655506134033,-0.1098545715212822,0.36831408739089966,0.6803454160690308,-0.06866168230772018,0.3537169098854065,0.5820851922035217,-0.08749929070472717,0.34816843271255493,0.5197084546089172,-0.10437043756246567,0.3477439284324646,0.4606683552265167,-0.11821479350328445,Hola
0.4284146726131439,0.9495673179626465,1.2604229659984867e-08,0.5118578672409058,0.9066069722175598,-0.030446305871009827,0.5813009142875671,0.8297723531723022,-0.05398350581526756,0.6390628814697266,0.7704521417617798,-0.08140240609645844,0.6956626772880554,0.7415144443511963,-0.11037793755531311,0.5088449716567993,0.6494665145874023,-0.01001264713704586,0.5315386652946472,0.5305585861206055,-0.0307477954775095,0.5422742962837219,0.4617406129837036,-0.05040936917066574,0.5518758296966553,0.4002171754837036,-0.06625059992074966,0.45873668789863586,0.633651077747345,-0.02204270288348198,0.4700396656990051,0.5008389949798584,-0.03514642268419266,0.4742685854434967,0.4225347638130188,-0.057524941861629486,0.4784594178199768,0.3531436324119568,-0.07754255086183548,0.40962034463882446,0.6480035781860352,-0.040764354169368744,0.40981265902519226,0.5251894593238831,-0.056179508566856384,0.41056883335113525,0.4473882019519806,-0.08017554134130478,0.4143669605255127,0.3808644413948059,-0.09954395890235901,0.3618427515029907,0.6859532594680786,-0.0646766945719719,0.3453703820705414,0.5880570411682129,-0.08126765489578247,0.33919453620910645,0.5251297950744629,-0.0969330370426178,0.3377639651298523,0.4656159579753876,-0.11024658381938934,Hola
